BirthDate,Gender,PreferredGender,LookingFor,Faculty,PersonalTraits,Interests,Values,Bio,Bio_processed,adventurous,ambitious,creative,curious,funny,introverted,outgoing,shy,thoughtful,cooking,fashion,gaming,hiking,music,photography,reading,sports,technology,traveling,creativity,empathy,honesty,independence,loyalty,respect,responsibility,spirituality,10,5,90’s,adventure,adventurous,always,anything,away,believe,best,binge-watching,bit,book,carbonara,casual,cat,catching,celebrity,city,click,coding,coffee,collection,comic,communication,connection,conversation,cook,cornerstone,country,date,deep,deeper,digital,don't,easygoing,either,enjoy,exploring,favorite,find,free,friend,fun,gaming,geek,genuine,go,goal,good,got,growth,hiking,honesty,house,humor,impromptu,introverted,it’s,key,language,lasting,latest,laugh,looking,love,loyal,loyalty,make,making,mean,meaningful,memory,met,movie,mutual,need,nerd,new,one,open,other’s,outdoors,partner,past,people,personal,playing,podcasts,probably,queen,reading,ready,recipe,relationship,respect,ride,road,sarcasm,say,searching,seeing,sense,serious,share,shared,she's,show,someone,something,spaghetti,speak,spending,spontaneous,sport,supporting,tech,thing,think,thoughtful,three,time,total,town,trip,trust,trying,value,visited,want,weekend,working,year
1995-12-14,others,any,long-term partner,Medicine,['shy'],"['fashion', 'cooking', 'gaming']",['respect'],"I’ve visited 10 countries in the past 5 years. Not just looking for a date, but someone to share memories with. A good sense of humor is key, and I’m always up for a good laugh. I love hiking, playing sports, and spending time outdoors. Mutual respect and shared goals make for the best relationships.","['visited', '10', 'country', 'past', '5', 'year', 'looking', 'date', 'someone', 'share', 'memory', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1998-06-03,others,m,long-term partner,Business,"['outgoing', 'ambitious']",['fashion'],"['honesty', 'creativity', 'independence']","My cat thinks she's the queen of the house. I'm ready for something serious, but I’m open to seeing where things go. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I love hiking, playing sports, and spending time outdoors. Honesty and trust are the cornerstones of any relationship for me.","['cat', 'think', ""she's"", 'queen', 'house', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'honesty', 'trust', 'cornerstone', 'relationship']",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1994-04-17,others,others,long-term partner,Business,['ambitious'],['hiking'],"['independence', 'creativity', 'loyalty']","I make the best coffee in town. Don't @ me. I’m searching for a genuine connection and deep conversations. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. I value open communication and believe it’s key to a lasting relationship.","['make', 'best', 'coffee', 'town', ""don't"", 'searching', 'genuine', 'connection', 'deep', 'conversation', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1995-04-09,m,others,short-term but long-term OK,Law,"['funny', 'creative']","['reading', 'gaming']",['spirituality'],"I can cook a mean spaghetti carbonara. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I'm adventurous, spontaneous, and love trying new things. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m into personal growth and want a partner who values that too.","['cook', 'mean', 'spaghetti', 'carbonara', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'personal', 'growth', 'want', 'partner', 'value']",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
1997-03-01,m,f,casual fun,Arts,"['introverted', 'funny', 'thoughtful']","['fashion', 'technology']","['respect', 'independence', 'empathy']","My cat thinks she's the queen of the house. Looking for someone who can make me laugh and is up for adventures. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. Mutual respect and shared goals make for the best relationships.","['cat', 'think', ""she's"", 'queen', 'house', 'looking', 'someone', 'make', 'laugh', 'adventure', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2001-10-07,others,f,new friends,Science,"['adventurous', 'shy']","['technology', 'cooking', 'photography']",['spirituality'],"I’ve got a collection of 90’s comic books. Looking for someone who can make me laugh and is up for adventures. I'm adventurous, spontaneous, and love trying new things. On weekends, I’m either trying out new recipes or exploring a new city. Mutual respect and shared goals make for the best relationships.","['got', 'collection', '90’s', 'comic', 'book', 'looking', 'someone', 'make', 'laugh', 'adventure', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
2001-02-22,others,f,long-term but short-term OK,Arts,['adventurous'],"['reading', 'cooking']",['empathy'],"I make the best coffee in town. Don't @ me. Not just looking for a date, but someone to share memories with. I'm adventurous, spontaneous, and love trying new things. On weekends, I’m either trying out new recipes or exploring a new city. Mutual respect and shared goals make for the best relationships.","['make', 'best', 'coffee', 'town', ""don't"", 'looking', 'date', 'someone', 'share', 'memory', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0
1999-01-04,others,any,casual fun,Engineering,['curious'],['technology'],"['respect', 'independence', 'loyalty']","I can cook a mean spaghetti carbonara. Casual fun, but always open to something deeper if we click. I'm adventurous, spontaneous, and love trying new things. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I value open communication and believe it’s key to a lasting relationship.","['cook', 'mean', 'spaghetti', 'carbonara', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1994-03-19,m,m,short-term but long-term OK,Arts,"['funny', 'adventurous']",['technology'],"['loyalty', 'honesty']","I’ve visited 10 countries in the past 5 years. Casual fun, but always open to something deeper if we click. I'm adventurous, spontaneous, and love trying new things. I love hiking, playing sports, and spending time outdoors. Honesty and trust are the cornerstones of any relationship for me.","['visited', '10', 'country', 'past', '5', 'year', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'honesty', 'trust', 'cornerstone', 'relationship']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1
2000-08-27,f,others,new friends,Business,['introverted'],"['cooking', 'photography']","['empathy', 'creativity', 'responsibility']","I can speak three languages, and one of them is sarcasm. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I’m a tech geek who loves coding, gaming, and anything digital. Mutual respect and shared goals make for the best relationships.","['speak', 'three', 'language', 'one', 'sarcasm', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2002-10-26,f,any,casual fun,Arts,"['ambitious', 'funny']",['sports'],"['independence', 'honesty', 'spirituality']","My cat thinks she's the queen of the house. Looking for someone who can make me laugh and is up for adventures. I'm adventurous, spontaneous, and love trying new things. If I’m not working out, I’m catching up on the latest movies and podcasts. I value open communication and believe it’s key to a lasting relationship.","['cat', 'think', ""she's"", 'queen', 'house', 'looking', 'someone', 'make', 'laugh', 'adventure', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'working', 'catching', 'latest', 'movie', 'podcasts', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1998-06-26,m,f,still figuring it out,Science,"['shy', 'thoughtful']","['fashion', 'photography', 'traveling']","['loyalty', 'independence', 'spirituality']","I’ve got a collection of 90’s comic books. I'm ready for something serious, but I’m open to seeing where things go. A good sense of humor is key, and I’m always up for a good laugh. On weekends, I’m either trying out new recipes or exploring a new city. I’m all about loyalty, and I believe in supporting each other’s growth.","['got', 'collection', '90’s', 'comic', 'book', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1997-10-20,m,any,short-term but long-term OK,Arts,"['ambitious', 'creative']","['cooking', 'traveling']","['empathy', 'spirituality']","I can speak three languages, and one of them is sarcasm. I'm ready for something serious, but I’m open to seeing where things go. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I’m a tech geek who loves coding, gaming, and anything digital. I value open communication and believe it’s key to a lasting relationship.","['speak', 'three', 'language', 'one', 'sarcasm', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2000-10-01,others,f,casual fun,Science,['outgoing'],['photography'],['loyalty'],"I can speak three languages, and one of them is sarcasm. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I love hiking, playing sports, and spending time outdoors. I’m into personal growth and want a partner who values that too.","['speak', 'three', 'language', 'one', 'sarcasm', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0
2002-04-09,m,f,long-term but short-term OK,Medicine,['adventurous'],['technology'],['respect'],"I once met a celebrity on a hiking trip. I'm ready for something serious, but I’m open to seeing where things go. A good sense of humor is key, and I’m always up for a good laugh. If I’m not working out, I’m catching up on the latest movies and podcasts. Honesty and trust are the cornerstones of any relationship for me.","['met', 'celebrity', 'hiking', 'trip', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'working', 'catching', 'latest', 'movie', 'podcasts', 'honesty', 'trust', 'cornerstone', 'relationship']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
1997-02-23,f,m,long-term but short-term OK,Arts,"['adventurous', 'outgoing']","['fashion', 'sports', 'technology']",['responsibility'],"I make the best coffee in town. Don't @ me. Looking for someone who can make me laugh and is up for adventures. I'm adventurous, spontaneous, and love trying new things. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. Mutual respect and shared goals make for the best relationships.","['make', 'best', 'coffee', 'town', ""don't"", 'looking', 'someone', 'make', 'laugh', 'adventure', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1994-07-29,f,m,still figuring it out,Law,['funny'],"['fashion', 'music']","['honesty', 'respect', 'empathy']","I once met a celebrity on a hiking trip. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. A good sense of humor is key, and I’m always up for a good laugh. I’m a tech geek who loves coding, gaming, and anything digital. I’m all about loyalty, and I believe in supporting each other’s growth.","['met', 'celebrity', 'hiking', 'trip', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1995-09-07,m,m,still figuring it out,Architecture,"['adventurous', 'curious']","['fashion', 'music', 'technology']",['independence'],"I can speak three languages, and one of them is sarcasm. Casual fun, but always open to something deeper if we click. I’m thoughtful and love making meaningful connections with people. I’m a tech geek who loves coding, gaming, and anything digital. Mutual respect and shared goals make for the best relationships.","['speak', 'three', 'language', 'one', 'sarcasm', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-24,f,f,long-term but short-term OK,Law,"['funny', 'ambitious']","['reading', 'fashion', 'technology']",['honesty'],"My cat thinks she's the queen of the house. Casual fun, but always open to something deeper if we click. I'm adventurous, spontaneous, and love trying new things. On weekends, I’m either trying out new recipes or exploring a new city. Mutual respect and shared goals make for the best relationships.","['cat', 'think', ""she's"", 'queen', 'house', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0
2004-01-05,others,any,casual fun,Arts,"['shy', 'creative', 'adventurous']","['technology', 'gaming', 'traveling']","['responsibility', 'respect']","I’ve visited 10 countries in the past 5 years. I’m searching for a genuine connection and deep conversations. I'm adventurous, spontaneous, and love trying new things. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m all about loyalty, and I believe in supporting each other’s growth.","['visited', '10', 'country', 'past', '5', 'year', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'working', 'catching', 'latest', 'movie', 'podcasts', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
