BirthDate,Gender,PreferredGender,LookingFor,Faculty,PersonalTraits,Interests,Values,Bio,Bio_processed,adventurous,ambitious,creative,curious,funny,introverted,outgoing,shy,thoughtful,cooking,fashion,gaming,hiking,music,photography,reading,sports,technology,traveling,creativity,empathy,honesty,independence,loyalty,respect,responsibility,spirituality,10,5,90’s,@,adventure,adventurous,always,anything,away,believe,best,binge-watching,bit,book,carbonara,casual,cat,catching,celebrity,city,click,coding,coffee,collection,comic,communication,connection,conversation,cook,cornerstone,country,date,deep,deeper,digital,don't,easygoing,either,enjoy,exploring,favorite,find,free,friend,fun,gaming,geek,genuine,go,goal,good,got,growth,hiking,honesty,house,humor,impromptu,introverted,it’s,key,language,lasting,latest,laugh,looking,love,loyal,loyalty,make,making,mean,meaningful,memory,met,movie,mutual,need,nerd,new,one,open,other’s,outdoors,partner,past,people,personal,playing,podcasts,probably,queen,reading,ready,recipe,relationship,respect,ride,road,sarcasm,say,searching,seeing,sense,serious,share,shared,she's,show,someone,something,spaghetti,speak,spending,spontaneous,sport,supporting,tech,thing,think,thoughtful,three,time,total,town,trip,trust,trying,value,visited,want,weekend,working,year
1998-09-05,m,any,new friends,Science,"['outgoing', 'funny']",['hiking'],"['spirituality', 'responsibility']","I make the best coffee in town. Don't @ me. I’m searching for a genuine connection and deep conversations. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m all about loyalty, and I believe in supporting each other’s growth.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1999-02-25,m,m,long-term but short-term OK,Arts,"['curious', 'creative']","['traveling', 'hiking']",['loyalty'],"I make the best coffee in town. Don't @ me. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m all about loyalty, and I believe in supporting each other’s growth.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
2006-12-09,m,f,still figuring it out,Science,['shy'],['cooking'],"['loyalty', 'spirituality', 'responsibility']","I’ve got a collection of 90’s comic books. I'm ready for something serious, but I’m open to seeing where things go. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m all about loyalty, and I believe in supporting each other’s growth.","['got', 'collection', '90’s', 'comic', 'book', 'ready', 'something', 'serious', 'open', 'seeing', 'thing', 'go', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'loyalty', 'believe', 'supporting', 'other’s', 'growth']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2005-07-05,m,f,short-term but long-term OK,Engineering,"['introverted', 'shy']","['fashion', 'cooking', 'sports']","['creativity', 'empathy']","I’ve visited 10 countries in the past 5 years. Looking for someone who can make me laugh and is up for adventures. I'm adventurous, spontaneous, and love trying new things. On weekends, I’m either trying out new recipes or exploring a new city. Mutual respect and shared goals make for the best relationships.","['visited', '10', 'country', 'past', '5', 'year', 'looking', 'someone', 'make', 'laugh', 'adventure', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1
1997-03-02,others,any,long-term partner,Medicine,"['thoughtful', 'shy']","['hiking', 'photography']","['spirituality', 'respect', 'loyalty']","I can cook a mean spaghetti carbonara. I’m searching for a genuine connection and deep conversations. I’m thoughtful and love making meaningful connections with people. On weekends, I’m either trying out new recipes or exploring a new city. I value open communication and believe it’s key to a lasting relationship.","['cook', 'mean', 'spaghetti', 'carbonara', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'weekend', 'either', 'trying', 'new', 'recipe', 'exploring', 'new', 'city', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2001-02-04,others,others,short-term but long-term OK,Science,"['curious', 'ambitious', 'outgoing']","['hiking', 'music', 'reading']","['respect', 'responsibility']","I make the best coffee in town. Don't @ me. Not just looking for a date, but someone to share memories with. I’m thoughtful and love making meaningful connections with people. I love hiking, playing sports, and spending time outdoors. I’m into personal growth and want a partner who values that too.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'looking', 'date', 'someone', 'share', 'memory', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'personal', 'growth', 'want', 'partner', 'value']",0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1995-03-21,f,f,short-term but long-term OK,Arts,['adventurous'],"['cooking', 'music', 'technology']",['loyalty'],"I can speak three languages, and one of them is sarcasm. I’m searching for a genuine connection and deep conversations. A good sense of humor is key, and I’m always up for a good laugh. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m into personal growth and want a partner who values that too.","['speak', 'three', 'language', 'one', 'sarcasm', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'working', 'catching', 'latest', 'movie', 'podcasts', 'personal', 'growth', 'want', 'partner', 'value']",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
2000-03-17,f,any,new friends,Medicine,"['shy', 'thoughtful', 'introverted']","['photography', 'technology', 'fashion']",['independence'],"I can cook a mean spaghetti carbonara. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. If I’m not working out, I’m catching up on the latest movies and podcasts. I’m into personal growth and want a partner who values that too.","['cook', 'mean', 'spaghetti', 'carbonara', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'working', 'catching', 'latest', 'movie', 'podcasts', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
1998-05-13,f,f,still figuring it out,Architecture,['outgoing'],"['cooking', 'reading']",['creativity'],"I’ve got a collection of 90’s comic books. I’m searching for a genuine connection and deep conversations. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. Honesty and trust are the cornerstones of any relationship for me.","['got', 'collection', '90’s', 'comic', 'book', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'honesty', 'trust', 'cornerstone', 'relationship']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2007-01-25,m,any,long-term partner,Architecture,['shy'],"['cooking', 'hiking']","['loyalty', 'responsibility', 'spirituality']","I’ve visited 10 countries in the past 5 years. I’m searching for a genuine connection and deep conversations. I’m thoughtful and love making meaningful connections with people. I love hiking, playing sports, and spending time outdoors. Mutual respect and shared goals make for the best relationships.","['visited', '10', 'country', 'past', '5', 'year', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1998-10-16,m,m,short-term but long-term OK,Arts,"['curious', 'shy', 'ambitious']",['technology'],"['responsibility', 'loyalty']","I’ve got a collection of 90’s comic books. I’m searching for a genuine connection and deep conversations. A good sense of humor is key, and I’m always up for a good laugh. I love hiking, playing sports, and spending time outdoors. Honesty and trust are the cornerstones of any relationship for me.","['got', 'collection', '90’s', 'comic', 'book', 'searching', 'genuine', 'connection', 'deep', 'conversation', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'honesty', 'trust', 'cornerstone', 'relationship']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1995-12-06,m,f,casual fun,Arts,"['funny', 'ambitious']","['cooking', 'reading']","['loyalty', 'creativity', 'spirituality']","I’ve visited 10 countries in the past 5 years. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. My friends say I’m loyal, easygoing, and always down for an impromptu road trip. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m into personal growth and want a partner who values that too.","['visited', '10', 'country', 'past', '5', 'year', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'friend', 'say', 'loyal', 'easygoing', 'always', 'impromptu', 'road', 'trip', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'personal', 'growth', 'want', 'partner', 'value']",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1
1996-07-09,others,others,long-term but short-term OK,Medicine,['curious'],['reading'],['respect'],"I make the best coffee in town. Don't @ me. Casual fun, but always open to something deeper if we click. I'm adventurous, spontaneous, and love trying new things. I love hiking, playing sports, and spending time outdoors. Honesty and trust are the cornerstones of any relationship for me.","['make', 'best', 'coffee', 'town', ""don't"", '@', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'honesty', 'trust', 'cornerstone', 'relationship']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
1997-05-31,f,m,still figuring it out,Law,"['thoughtful', 'outgoing', 'creative']","['traveling', 'reading']",['creativity'],"I’ve got a collection of 90’s comic books. Not just looking for a date, but someone to share memories with. I'm adventurous, spontaneous, and love trying new things. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. Honesty and trust are the cornerstones of any relationship for me.","['got', 'collection', '90’s', 'comic', 'book', 'looking', 'date', 'someone', 'share', 'memory', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'honesty', 'trust', 'cornerstone', 'relationship']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1994-05-03,f,others,new friends,Science,"['shy', 'thoughtful', 'introverted']","['fashion', 'sports', 'traveling']","['responsibility', 'honesty', 'loyalty']","My cat thinks she's the queen of the house. Casual fun, but always open to something deeper if we click. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I value open communication and believe it’s key to a lasting relationship.","['cat', 'think', ""she's"", 'queen', 'house', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2005-10-19,m,m,short-term but long-term OK,Law,"['shy', 'introverted', 'outgoing']",['music'],"['independence', 'honesty', 'respect']","I’ve got a collection of 90’s comic books. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. A good sense of humor is key, and I’m always up for a good laugh. In my free time, you’ll probably find me reading a good book or binge-watching my favorite shows. I’m into personal growth and want a partner who values that too.","['got', 'collection', '90’s', 'comic', 'book', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'good', 'sense', 'humor', 'key', 'always', 'good', 'laugh', 'free', 'time', 'probably', 'find', 'reading', 'good', 'book', 'binge-watching', 'favorite', 'show', 'personal', 'growth', 'want', 'partner', 'value']",0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
2001-09-17,f,others,short-term but long-term OK,Medicine,"['funny', 'outgoing']","['reading', 'hiking', 'music']",['responsibility'],"I once met a celebrity on a hiking trip. Not just looking for a date, but someone to share memories with. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. If I’m not working out, I’m catching up on the latest movies and podcasts. Honesty and trust are the cornerstones of any relationship for me.","['met', 'celebrity', 'hiking', 'trip', 'looking', 'date', 'someone', 'share', 'memory', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'working', 'catching', 'latest', 'movie', 'podcasts', 'honesty', 'trust', 'cornerstone', 'relationship']",0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
2006-07-27,m,m,long-term but short-term OK,Law,"['funny', 'adventurous']","['technology', 'music']","['empathy', 'spirituality', 'loyalty']","I can speak three languages, and one of them is sarcasm. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I'm a bit introverted, but once I open up, you'll find I'm a total nerd. I’m a tech geek who loves coding, gaming, and anything digital. I value open communication and believe it’s key to a lasting relationship.","['speak', 'three', 'language', 'one', 'sarcasm', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'bit', 'introverted', 'open', 'find', 'total', 'nerd', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2006-04-24,f,others,casual fun,Law,"['adventurous', 'thoughtful']","['gaming', 'traveling']",['empathy'],"I can cook a mean spaghetti carbonara. I enjoy spontaneous weekends away, and I need someone who’s up for the ride. I’m thoughtful and love making meaningful connections with people. I’m a tech geek who loves coding, gaming, and anything digital. Mutual respect and shared goals make for the best relationships.","['cook', 'mean', 'spaghetti', 'carbonara', 'enjoy', 'spontaneous', 'weekend', 'away', 'need', 'someone', 'ride', 'thoughtful', 'love', 'making', 'meaningful', 'connection', 'people', 'tech', 'geek', 'love', 'coding', 'gaming', 'anything', 'digital', 'mutual', 'respect', 'shared', 'goal', 'make', 'best', 'relationship']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1994-07-02,m,f,long-term partner,Arts,"['outgoing', 'shy']","['reading', 'gaming']",['respect'],"My cat thinks she's the queen of the house. Casual fun, but always open to something deeper if we click. I'm adventurous, spontaneous, and love trying new things. I love hiking, playing sports, and spending time outdoors. I value open communication and believe it’s key to a lasting relationship.","['cat', 'think', ""she's"", 'queen', 'house', 'casual', 'fun', 'always', 'open', 'something', 'deeper', 'click', 'adventurous', 'spontaneous', 'love', 'trying', 'new', 'thing', 'love', 'hiking', 'playing', 'sport', 'spending', 'time', 'outdoors', 'value', 'open', 'communication', 'believe', 'it’s', 'key', 'lasting', 'relationship']",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
